text,topic,type,label,Predicted
South Africans have taken to the streets in recent weeks to protest police brutality in townships in an echo of the Black Lives Matter protests in the United States.,blm,nan,0,XXX
"Trump, who has faced criticism over his handling of the pandemic, said China must be “held accountable” for failing to contain the disease.",vaccines,nan,0,XXX
"“We can’t keep our country closed for the next five years,” Trump said, when asked why it was time to wind down the task force.",vaccines,nan,0,XXX
"Google declined to offer details beyond Huntley’s tweets, but the unusually public attribution is a sign of how sensitive Americans have become to digital espionage efforts aimed at political campaigns.",elections-2020,center,1,XXX
Trump's haphazard decision to threaten a war with Iran also puts Americans at risk of terrorist attacks and undermines previous efforts to roll back Iran's nuclear program.,marriage-equality,nan,0,XXX
President Trump is perfecting the art of the peace deal.,islam,nan,0,XXX
"Calls are growing for police to be banned from marching in Pride parades and for the LGBT+ events to return to their roots as rebellions against police brutality amid a rolling, global anti-racism movement.",blm,nan,0,XXX
"In a Friday interview with PBS, Sanders was more blunt: “Am I here to tell you absolutely, this is a slam dunk, no chance that he will lose? That is not what I’m saying,” the Vermont senator said.",universal health care,right,1,XXX
"The city is on fire, the enemy is pressing.",international-politics-and-world-news,nan,0,XXX
Many critics point to the most obvious flaw in MMT: that it would simply push the federal deficit and the national debt — already skyrocketing — to further and further extremes.,taxes,right,1,XXX
"When Trump entered the White House in 2017, Lopez Obrador likened the American to Adolf Hitler for his attitude toward migrants.",vaccines,nan,0,XXX
"Trump again drew a misleading comparison between the coronavirus and the seasonal flu, telling his supporters that ""35,000 on average each year die from the flu, that's a lot of people.""",coronavirus,left,1,XXX
"In response to Hawley’s criticisms, Sargent went to his blog Monday night to accuse Hawley of racialist dog-whistles.",white-nationalism,right,1,XXX
"Far-right talk show host Glenn Beck is being slammed by everyone from liberals and progressives to Never Trump conservatives for his idiotic argument that if older Americans have to die from coronavirus, so be it — it’s better to end social distancing and get the U.S. economy back on track than to maintain social distancing and keep hurting the economy.",universal health care,left,1,XXX
"Thousands of gun owners and gun rights supporters gathered Monday at Virginia's Capitol for a ""peaceful day to address our Legislature"" that appeared to generate none of the violence feared by some state leaders.",gun control,center,1,XXX
The intersectionality-obsessed media claims Buttigieg doesn't have enough diversity points to run for president.,gender,right,1,XXX
"Canada expects to make a financial contribution to the international vaccine coalition known as COVAX, the federal government says, aiming to equitably distribute an eventual COVID-19 vaccine to poorer countries that couldn’t afford it.",vaccines,nan,0,XXX
Black Lives Matter In Public Schools Is Turning Kids Into Little Marxists,islam,nan,0,XXX
"At any other time, the U.S. would have led efforts and coordinated global fights against epidemics, but the science-averse Trump administration had already axed the CDC expert in China.",vaccines,nan,0,XXX
"TrumpWorld also reflects the horrible surrealism of the film and novel ""Children of Men"" turned into a lived experience for America and the world. ",blm,left,1,XXX
"However, this is not the senator’s first time criticizing Bannon based off of misleading reports in the media.",white-nationalism,right,1,XXX
"President Donald Trump favors ending Obamacare, which Republicans criticized as a costly and unneeded intrusion on Americans’ healthcare. ",universal health care,center,1,XXX
"Just as the sacred act of sex can never be perfectly divorced from its consequences, a pregnant mother’s relationship with her child is not easily reduced to womb rental.",abortion,nan,0,XXX
"Aside from the $40 million in new funding, Nike has stepped up efforts to improve workplace diversity throughout the last year, according to the company.",marriage-equality,nan,0,XXX
Rap superstar Kanye West has hinted at postponing his bid for the U.S. presidency after questioning whether all black people should be voting for Democratic nominee Joe Biden.,gun control,right,1,XXX
"Of course, regionally, the Democrat base consists nearly exclusively on top income earners and rich executives who live in metropolitan areas and major cities along the coasts.",middle-class,right,1,XXX
"Three Americans were killed Sunday when Islamic al-Shabab fighters made a rare breach of a U.S. military installation, as the drone base was on alert for retaliation from Iran.",islam,nan,0,XXX
A solid majority of student loan borrowers in a recent survey said they would trade their 2020 vote for debt forgiveness.,student-debt,right,1,XXX
"The police lynching of George Floyd provoked widespread denunciation, with even ghouls like Rush Limbaugh and Mitch McConnell condemning the individual officers responsible for the death.",blm,left,1,XXX
Republicans’ last attempt in July to overturn former Democratic President Barack Obama’s signature healthcare law fell one short in the Senate in a humiliating defeat for President Donald Trump and Senate Majority Leader Mitch McConnell.,universal health care,center,1,XXX
Graham frames his argument by pointing to the very genuine support given to LGBTQ Americans and the very American actions exhibited by the 2020 Democratic presidential candidates.,marriage-equality,nan,0,XXX
"“You know, there’s over 100 million people with preexisting conditions,” he said, claiming, “They weren’t able to get insurance before; now they cannot be denied insurance.”",universal health care,right,1,XXX
The difficulties caused to workers by record unemployment during the pandemic are a product of capitalism. ,taxes,left,1,XXX
"A Black Lives Matter activist who made headlines after video of him wrestling a Confederate flag out the hands of a protester in Charleston, South Carolina, went viral, was shot and killed in New Orleans on Tuesday.",blm,nan,0,XXX
A cursory Twitter search reveals that accounts supporting the Antifa terrorist movement can easily be found on the platform.,marriage-equality,nan,0,XXX
They and their right-wing media claque are saying that immigrants are clamoring for admission to the United States only because President Biden has an ‘open borders’ policy….,immigration,nan,0,XXX
"This time, research groups worldwide are already executing plans to test vaccines, treatments and other countermeasures to stop the newly identified virus from spreading globally.",vaccines,nan,0,XXX
Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.,international-politics-and-world-news,center,1,XXX
"Mulvaney apparently didn’t see this line of inquiry coming, so he was left in an awkward spot: Democrats are trying to embarrass Trump, but his chief of staff has no idea why Trump would be embarrassed by his own tax materials.",middle-class,left,1,XXX
Social media users are sharing a video in which a man says he works for Black Lives Matter (BLM) and has been told by its “CEO” to get a white woman to kneel and apologize for her white privilege.,blm,nan,0,XXX
"Democrats are also using the crisis to push for greater immigration, despite the overwhelming public demand that Americans get hired for any jobs during the crash.",coronavirus,right,1,XXX
"The Lancet joined China in condemning Trump’s “reckless decision” to withdraw from the World Health Organization (W.H.O.), claiming the move is “unlawful” and will have “dire consequences.”",universal health care,right,1,XXX
"Two years ago, America’s white nationalist movement stunned the country. Neo-Nazi demonstrations in Charlottesville, Virginia, had turned deadly when a far-right protester drove a car through a crowd, killing one and injuring dozens.",white-nationalism,center,1,XXX
No sooner do states start getting together to talk about what it would take to start a rolling economic re-opening than here comes Donald Trump to assert that only he has that authority.,gun control,left,1,XXX
"Indeed, while Trump's 2014 response to Ebola might have led one to believe he would likely overreact to a disease outbreak under his watch, there's every indication that he's underreacting now.",vaccines,nan,0,XXX
"When two sadists in uniform shoved an elderly man to the ground for the crime of approaching them, causing him a critical head injury, their fellow cops made no attempt to help the victim. ",blm,left,1,XXX
"Though the author reserved much of his political bile for Democrats, he also attacked Republicans and espoused some left-wing views, claiming that “our lifestyle is destroying the environment of our country.”",white-nationalism,right,1,XXX
"The top Democrat on tax policy in the U.S. House of Representatives said on Tuesday that he is determined to seek President Donald Trump’s tax returns, despite the political victory handed to Trump by Special Counsel Robert Mueller.",taxes,center,1,XXX
"Background checks may have become more difficult to complete as state law enforcement and other government agencies housing records may have been closed or slower in replying to FBI requests because of the pandemic’s impact on staffing, said Rob Wilcox, deputy director of policy at Everytown.",gun control,center,1,XXX
"He was supposed to host a lame event at the White House on Thursday to bolster fake concerns that white evangelicals are being oppressed, but blew off pandering to his strongest supporters for an hour, likely because he couldn't pry himself away from news coverage of the impeachment trial's kickoff. ",blm,left,1,XXX
"Disgraced right-wing televangelist Jim Bakker has been promoting his product Silver Solution as a way to treat the deadly coronavirus, and attorneys general in different states are going after him with a vengeance for it.",vaccines,nan,0,XXX
"This institutionalised incompetence and sclerosis may well explain why Britain has plummeted to the bottom quarter of Organisation for Economic Co-operation and Development (OECD) countries for Covid-19 diagnostic testing, per capita.",universal health care,right,1,XXX
The tax overhaul temporarily lowered federal income tax rates for individuals and raised the standard deduction that people can use to reduce their taxable income.,taxes,center,1,XXX
"Democrats and the establishment media embraced Antifa, not only Antifa’s vandalism, but their relentless assaults on Trump supporters.",gun control,right,1,XXX
"Things look less promising in the U.S. Last week, the Environmental Protection Agency confirmed that the Trump administration had relaxed enforcement of regulations to help polluting industries deal with the pandemic.",environment,left,1,XXX
The Doctor Who franchise has tested this notion to destruction – losing audiences hand over fist and squeezing every last bit of life out of its own brand by turning every episode into a politically correct lecture.,marriage-equality,nan,0,XXX
"She is one of Donald Trump's natural heirs, even using his patented lies and happy-talk approach to the virus, telling lawmakers recently that ""in South Dakota, we didn't take a one-size-fits-all approach and the results have been incredible.""",vaccines,nan,0,XXX
Hungary is backing President Trump in his crackdown on migrants claiming asylum at the southern border -- as the government touts its own success in drastically reducing the influx of migrants into the country.,immigration,right,1,XXX
"Clayton told The Daily Beast that in addition to the millions of people who experience direct climate trauma, millions more suffer from indirect anxiety and depression brought on by climate change.",environment,nan,0,XXX
"In stark contrast to the arrests of peaceful anti-lockdown protesters in Hyde Park the day before, the Metropolitan Police took no actions to stop the left-wing demonstration that lasted well into the evening and spanned several miles of the city.",blm,right,1,XXX
"Also, decades of NRA propaganda have convinced people to associate guns with safety and, indeed, as the economy craters, the NRA is treating this crisis as another opportunity to sell guns to people.",gun control,left,1,XXX
"But the skeptics have taken on a brasher, bolder tone in recent months. ",vaccines,left,1,XXX
"Trump’s obsession with building a wall on the U.S.-Mexico border is the literal manifestation of America’s long, ugly history of racially authoritarian “populism.”",islam,nan,0,XXX
"Warren last year introduced a proposal that would eliminate up to $50,000 in student loan debt for every indebted person with a household income of less than $100,000. ",student-debt,center,1,XXX
"It has been going on for years, just like the Marxist Antonio Gramsci wanted when he called for a “Long March Through the Institutions”: little by little Hollywood, TV land, publishing, the media industry, music, sport — every branch of the entertainment industry, every aspect of popular culture has been suborned by left-wing activists who have infiltrated the system and corrupted it for their own political ends.",marriage-equality,nan,0,XXX
"Two donors are making generous donations to healthcare workers in Charleston, South Carolina, during the coronavirus pandemic.",universal health care,right,1,XXX
"Memories of smashed windows, stolen merchandise and stores set ablaze is fresh in the minds of business owners in major U.S. cities including New York, Los Angeles and Portland, where aggressors damaged buildings under the cover of peaceful demonstrations sparked by the May 25 police killing of George Floyd, a Black man.",blm,center,1,XXX
Of course these power-hungry leftists want us helpless and defenseless.,marriage-equality,nan,0,XXX
"John Coughlin’s burgeoning career was recently shrouded in controversy after the U.S. Center for SafeSport placed a temporary restriction on his eligibility to be involved figure skating on Dec. 17, USA Today first reported. ",sport,left,1,XXX
The disqualification was emblematic of what many women who wear hijabs go through while participating in sports.,sport,left,1,XXX
"Bryce Harper, who signed the richest free-agent contract in baseball history, a cool $330 million, was being unveiled for the first time in a Phillies uniform.",sport,center,1,XXX
Cartoon dubious rich person Betsy DeVos issued a new rule on Thursday that will require public schools to share more of the CARES Act relief funds—meant for public schools—with private schools.,marriage-equality,nan,0,XXX
"And rather than falter or die of old age, the expansion has continued through Trump’s first three years in office, giving him a trump card in the campaign to win a second term in November.",taxes,right,1,XXX
"Floyd’s death has added to the disquiet among Black residents in Tulsa, which saw its own demonstrations in 2017 after a white police officer was acquitted of manslaughter for shooting a Black man during a routine traffic stop.",blm,center,1,XXX
"The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet Beijing News reported on Thursday, citing an unnamed source at the construction company that will build it.",coronavirus,center,1,XXX
And nothing about Trump's performance as president thus far should give anyone the confidence that he has the ability to right this ship.,vaccines,nan,0,XXX
"After dozens of mass shootings in recent years, however, including at schools like the February 2018 massacre in Parkland, Florida, that left 17 dead, curbing gun violence has become a component of the Democratic policy platform embraced by congressional and presidential candidates.",gun control,center,1,XXX
"China’s Communist party government demonstrated its sensitivity about Covid’s origin, with state-run media outlet the Global Times issuing a warning to Elon Musk not to risk his relationship with China, after he sent tweets discussing the Department of Energy report on the lab leak theory.",coronavirus,nan,0,XXX
The GOP controls both the legislature and the Michigan State Capitol Commission — the two entities that could enact a ban — and neither appears willing to act.,gun control,left,1,XXX
"The “moment,” intended to fact-check the President, was filled with establishment media articles from CNN, the Washington Post and other outlets, baselessly asserting that Trump was lying about mail-in ballots.",marriage-equality,nan,0,XXX
"However, despite the apparent boundless determination of elites and activists to turn the fuel the controversy until it becomes so intense the [Redskins] team feels compelled to change the name, Native Americans do not share that same passion or aim.",marriage-equality,nan,0,XXX
"The odds of giving birth prematurely was also higher in pregnant and recently pregnant women with COVID-19, compared to those without the disease.",vaccines,nan,0,XXX
"Debates over gun control continue across the country, tornadoes, hurricanes and wildfires seem to increase in numbers and size each year.",gun control,left,1,XXX
"Mack’s organization—which has a long history of association with the Bundys—claims that the U.S. constitution grants sheriffs, and not federal or state officers, powers as the supreme law of the land. ",gun control,left,1,XXX
"On immigration, Klobuchar now supports a “path to citizenship” for illegal aliens — though she once took a harder line.",taxes,right,1,XXX
"""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said Gendron, who was standing and looking downward while speaking. """,gun control,nan,0,XXX
"Trump’s Latest Dose of Anti-Trans Poison Is Cruel, and Utterly Predictable",marriage-equality,nan,0,XXX
"To the thinking person, the claim doesn’t make sense. How could this be a new phenomenon adopted from the small white nationalist movement when mainstream conservatives have been fighting to end affirmative action for decades?",white-nationalism,right,1,XXX
"Among the companies that have announced they will recognize Juneteenth as a paid company holiday are the National Football League, the New York Times, Twitter and Square.",blm,nan,0,XXX
"Trump on Tuesday also touted the economic numbers under his administration before the coronavirus pandemic, said that former Presidents Bush and Obama didn't take up the police reform issue because they were not capable and said he is optimistic about a coronavirus vaccine",marriage-equality,nan,0,XXX
"The gathering was in violation of the country’s Wuhan coronavirus lockdown measures that require individuals to wear masks and to keep at least five feet from each other, and has led to calls for the city mayor — who attended the protest — to resign.",blm,right,1,XXX
"U.S. Treasury Secretary Steven Mnuchin failed to meet a final congressional deadline on Tuesday for turning over President Donald Trump’s tax returns to lawmakers, setting the stage for a possible court battle between Congress and the administration.",taxes,center,1,XXX
"The 2020 electorate seems to have about the same digestive system as a goose, which is to say that it doesn’t seem to hold on to anything for very long.",vaccines,nan,0,XXX
"“Certainly it’s a problem that merits attention,” said Susan Clayton, a conservation psychologist at the College of Wooster in Ohio, who was not involved in the study.",environment,nan,0,XXX
"As Trump was speaking, black-clad leftists gathered outside with bullhorns, flashing lights, vuvuzelas and a guillotine.",vaccines,nan,0,XXX
Mosques across Great Britain could begin daily broadcasts of the Islamic call to prayer through loudspeakers after they were given special dispensation to play the adhan in the holy month of Ramadan.,islam,nan,0,XXX
Nike pledges $40 million to support black community after George Floyd's death.,marriage-equality,nan,0,XXX
Twitter Inc said on Friday video clips of U.S. President Donald Trump suggesting that scientists investigate inserting light or disinfectant into coronavirus patients did not violate its COVID-19 misinformation policy.,vaccines,nan,0,XXX
"Trump's blatant lie about the stock market was dangerous and disturbing, given that the American people will have to turn to the government for accurate information about the outbreak in order to keep safe.",vaccines,nan,0,XXX
Egyptian lawmakers have called for stricter surveillance of women on video sharing apps after the arrests of a popular social media influencer and a well-known belly dancer on charges of debauchery and inciting immorality.,#metoo,center,1,XXX
"As people sip cafecito and eat croquetas at the landmark restaurant, the buzz here these days is what Cubans say is the alarming rise of Democratic presidential frontrunner Sen. Bernie Sanders, whose unabashed defense of late Cuban dictator Fidel Castro has riled Cuban-Americans who view his comments as a personal attack.",immigration,right,1,XXX
"All of which serves as an important reminder: the president isn’t just ignoring scientists and related policy experts; he’s also ignoring his own administration that issued a related report, noting that climate change is a global security threat.",environment,left,1,XXX
"So far, there have been no arrests linked to the poisonings.",islam,nan,0,XXX
"President Trump warned us “when the looting starts the shooting starts,” and, tragically, that is exactly what has happened.",blm,right,1,XXX
"Last week, Ankara broke the 2015 agreement with Brussels in which it would stop the illegal flow of migrants through Turkey in exchange for money and continuing EU accession talks, and opened the gates which resulted in thousands of migrants amassing on the near-east country’s land border with Greece.",immigration,right,1,XXX
"Trump wants the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19, the respiratory illness caused by the virus, eased.",coronavirus,center,1,XXX
"But if you major in philosophy or gender studies, you might struggle to find any job in your field, let alone a well-paying one.",student-debt,right,1,XXX
"As the world’s scientists and pharmaceutical companies seek a cure for the coronavirus, other anti-vaxxers are gearing up for a fight against any potential new vaccine.",vaccines,center,1,XXX
"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).",international-politics-and-world-news,right,1,XXX
"President Donald Trump's top health advisers – Anthony Fauci and Deborah Birx – showed up at a White House event Friday with protective masks, though the president himself continued to spurn any kind of face covering.",coronavirus,center,1,XXX
"Former Secretary of the Navy Richard V. Spencer on Friday endorsed Democratic presidential candidate Michael Bloomberg, making him the first high-level former Trump administration official to back a Democratic hopeful in the 2020 election.",trump-presidency,center,1,XXX
"Just sitting outside for like fifteen minutes a day really helps ground me, but also helps me recognize that nature is still here, and it’s worth fighting for,” she said.",environment,nan,0,XXX
"Court made clear what was otherwise evident then: Rubio and his fellow Republicans didn’t kill Obamacare, they only made it a bigger mess.",universal health care,left,1,XXX
"Some 300 Thais and foreigners in Thailand and elsewhere joined an online protest against racism on Sunday, adding their voices to global calls for justice for black American George Floyd who died in U.S. police custody in Minneapolis last month.",blm,center,1,XXX
"The impeachment trial of President Donald Trump begins in earnest in the U.S. Senate on Tuesday, after he was formally charged by the Democratic-controlled House of Representatives on Dec. 18 with “high crimes and misdemeanors.”",trump-presidency,center,1,XXX
"Smearing conservative news outlets on Wikipedia and later banning them is a common pattern on the site, which has been criticized by its co-founder for a left-wing bias.",islam,nan,0,XXX
"Given the potential enormous risks of destabilizing the region, the Trump administration needed a strong justification for launching the strike that killed revered Iranian military leader Qassim Suleimani.",international-politics-and-world-news,left,1,XXX
"They came to the United States from all corners of the globe -- Somalia, Rwanda, El Salvador, the Balkans, Germany, Iraq -- claiming to have been persecuted but, in reality, they were the persecutors.",immigration,right,1,XXX
"But the timing made the mailer less of an attack than an argument in favor of Lewis George: It arrived in mailboxes as protests over police killings of Black people, including George Floyd in Minneapolis, broke out nationwide and sparked calls for massive overhauls of police departments across the country.",elections-2020,left,1,XXX
"Trump regularly uses Twitter to attack his political enemies, including the late Sen. John McCain, deride media outlets like CNN and he has retweeted unverified anti-Muslim videos.",islam,nan,0,XXX
"You responded as follows, and I quote, ‘My personal Twitter account is comprised of posts about my mystery novels, events at the White House Historical Association, Pittsburgh sports teams travels and my dog,’ end quote.",elections-2020,nan,0,XXX
"In so doing, Hawley, populist firebrand that he is, showed that he was willing to overturn the stale orthodoxies that have mildewed our economy and undermined our security.",taxes,right,1,XXX
"Thirteen relatives of victims spoke during the hearing including Simone Crawley, who called Gendron, 19, a ""cowardly racist.""",gun control,nan,0,XXX
"Senator Tim Scott, the only Black Republican in the Senate and author of a Republican reform bill that Democrats blocked last week, said he will meet in coming days with lawmakers who crafted sweeping Democratic legislation that passed the House of Representatives last Thursday.",blm,nan,0,XXX
"Bad news for wealthy New York elites looking to avoid protestors by fleeing to The Hamptons. The pitchfork-wielding mob has found you, and they’re not backing down.",taxes,right,1,XXX
"The Dow Jones Industrial Average just dropped nearly 1,200 points in a single day because of the coronavirus’s impact on global trade, leaving many Americans sick with worry.",taxes,left,1,XXX
"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”",taxes,right,1,XXX
"U.S. President Donald Trump is doing well and is very healthy, White House adviser Kellyanne Conway told Fox News on Thursday, after a U.S. military official who worked at the White House was found to have been infected with the novel coronavirus.",trump-presidency,center,1,XXX
Sunday night’s deadly Las Vegas shooting is once again starting up our country’s never-ending debate over gun control.,gun control,nan,0,XXX
"While corporate media, hypocritical politicians, and others labeled anyone in favor of reopening the economy, getting kids back in school, and even gathering for holidays a “grandma-killer,” one “expert in ethics and health policy” in the New York Times says that vaccinating elderly people first is racist.",vaccines,nan,0,XXX
"Former Tulsa detention officer Christopher Straight has been charged with first-degree manslaughter after he provoked and then fatally Carlos Carson earlier this month, and newly released surveillance video shows the 36-year-old Black man had his back turned when the attack began, reported The Guardian.",blm,left,1,XXX
"And the risk that failure by governments to limit the magnitude of climate change and adapt to it has risen to second place in the annual Global Risks Report in terms of both likelihood and impact, compared to only fifth place and fourth place in those categories last year in the survey.",environment,center,1,XXX
An upcoming CNN town hall on the coronavirus pandemic will feature 17-year-old Greta Thunberg alongside a panel of medical experts.,marriage-equality,nan,0,XXX
"Given the shabby results Canada’s health system showed on health care access, it seems little wonder that the leftists at CAP failed to disclose these poor outcomes in their paper:",universal health care,nan,0,XXX
"The golfer-in-chief has been transformed into the ""wartime president.""",vaccines,nan,0,XXX
"In fact, New York City Mayor Bill de Blasio announced in late June that he plans to cut the police budget by one billion dollars in the next city budget.",gun control,right,1,XXX
"The resolution, which the House had approved in March, marked a rare bipartisan effort to curb Trump's powers and underscored lingering concerns among some lawmakers that tensions with Tehran could escalate into a war. Supporters have acknowledged they do not have enough support to override Trump's veto, the seventh of his presidency.  ",trump-presidency,center,1,XXX
"Donald Trump, the latest political demagogue to employ the term as a rhetorical bludgeon against peaceful protesters, can look forward to sitting alongside Sen. Joseph McCarthy, former Alabama Gov. George Wallace, Chicago Mayor Richard J. Daley, who ordered police to attack political demonstrators at the 1968 Democratic convention, Richard Nixon and many foreign dictators in the annals of history — and if there is an afterlife, in the middle of the inferno.",gun control,left,1,XXX
"The ban, which went into effect in March 2019, was embraced by Trump following a massacre that killed 58 people at a music festival in Las Vegas in which the gunman used bump stocks.",gun control,center,1,XXX
The left-wing Antifa and Black Lives Matter terrorists will probably try to attack the suburbs and Rural America in an indirect way — going after power stations and the like.,marriage-equality,nan,0,XXX
"Now that the Supreme Court has ruled on Texas' ridiculous suit against four other states, perhaps we can take stock of what's happened over the past few weeks.",blm,left,1,XXX
"During a speech to Young America’s Foundation’s 41st annual National Conservative Student Conference, Hawley slammed the “reigning consensus” of Washington, D.C.’s ruling class that asserts free trade and endless immigration are vital to meet the needs of corporate leaders, the business lobby, and the donor class while ignoring its impact on middle-class Americans.",middle-class,right,1,XXX
"Republicans argued that children need a parent's permission to go on a school field trip and can't go to an R-rated movie without a parent or guardian, so it makes no sense to make a life-altering decision about abortion on their own.",abortion,left,1,XXX
He was shot in front of his Flatbush apartment on Ocean Avenue Friday afternoon at 4 p.m.,gun control,right,1,XXX
Norr is a longtime resident of California’s Bay Area and no stranger to wildfires.,environment,nan,0,XXX
"Pence provides no details about the supposed vaccine coming for the fall (it’s not a “surprise” if you announce it too many times in advance), but he does spend a good deal of time bragging about how testing is now so good that “today less than 6% of Americans tested each week are found to have the virus.”",vaccines,nan,0,XXX
"Over the past week, activists, some of who are believed to be affiliated with Black Lives Matter have rioted across the country following the death of George Floyd in police custody, wreaking havoc and destruction against America’s towns, cities, and local communities. ",blm,right,1,XXX
"""I'll tell you what: If you have a problem figuring out whether you're for me or Trump, then you ain't black,"" Biden said.",blm,nan,0,XXX
Erie County District Attorney John Flynn and Buffalo Mayor Byron Brown called Gendron's apology too little and too late.,gun control,nan,0,XXX
"New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology, sex, and the male-or-female society during a live Facebook chat in which she was asked about her views on the military draft.",gender,right,1,XXX
The cost of college tuition is increasing at the same time the federal government is originating and managing 93 percent of all student loans and has launched a liberal student loan forgiveness program – all of which means the burden of increasing amounts of student debt has been taken up by taxpayers at the same time average college students are spending less time with their studies.,student-debt,right,1,XXX
"The American Petroleum Institute's (API's) estimates were released two days before South Carolina's Democratic primary, where the candidates will compete with platforms that push aggressive agendas on energy and the environment.",environment,right,1,XXX
"As dear leader Mitch McConnell (R-Ky.) is fond of saying, “winners make policy, losers go home.” And yet unfortunately, Republicans in the Senate refuse to take the phrase to heart. Which is a real shame. We are just under 280 days into the Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.",trump-presidency,right,1,XXX
"This is a time to redouble pressure on Republicans to stop helping Democrats shred the Constitution and Americans’ natural rights, withdrawing support from them if they do not.",marriage-equality,nan,0,XXX
"Again and again, the information provided in the hearing completely contradicted the rosy statements that have been coming from Donald Trump and other White House officials and warned of a dire situation ahead.",vaccines,nan,0,XXX
"It can take hard work, creativity, perseverance and luck to become a millionaire, but in today’s skewed wealth system, multibillionaires don’t need any of that — their money does all the work to lift them above everyone else.",middle-class,left,1,XXX
Abortion is not healthcare. Healthcare preserves human life. Abortion destroys it.,marriage-equality,nan,0,XXX
"People who choose not to vaccinate has emerged into a global health threat in 2019, said the World Health Organization.",vaccines,center,1,XXX
"Goodell’s statement comes after more than a dozen NFL stars, including Kansas City Chiefs quarterback Patrick Mahomes and Cleveland Browns wide receiver Odell Beckham Jr., came together and sent a passionate video to the league about racial inequality following the death of George Floyd.",blm,right,1,XXX
"Disturbing footage of Muslim kids saying they would sacrifice themselves and kill for the ""army of Allah"" surfaced from an Islamic center in Philadelphia.",islam,nan,0,XXX
"As the world as we know it comes to a quicker-than-expected end, with much of Australia caught up in wildfires that climate change did not start, but are unquestionably making worse, Amazon CEO Jeff Bezos is getting roundly toasted for his announcement that the company with the too-ironic name will be donating roughly $690,000 to Australia to help combat the ongoing fires.",environment,left,1,XXX
"Physicians are fleeing the island as a financially strapped healthcare system, long treated less generously than the states under Medicaid and Medicare, squeezes their income.",universal health care,center,1,XXX
Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020,white-nationalism,left,1,XXX
One of soccer's most infamous match-fixing cases was settled Thursday when a referee notorious for corrupt calls was banned for life.,sport,center,1,XXX
It’s that devaluing that allows the perpetration of hateful speech and violence.,white-nationalism,nan,0,XXX
"In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.",immigration,left,1,XXX
"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.",immigration,right,1,XXX
"Democrat presidential candidate Joe Biden urged members of the U.S. Women’s National Soccer team to keep fighting for equal pay, after a judge threw out their lawsuit claiming discrimination.",gender,right,1,XXX
"There's no sense in trying to catalogue the rank gibberish emitting from Donald Trump's cakehole every day, because he's better at lying than we are at keeping up with him.",vaccines,nan,0,XXX
"Diversity Org Admits Gays, Minorities Hugely Overrepresented in UK Television",marriage-equality,nan,0,XXX
"A Gallup poll reports that women are still more likely to do laundry, clean the house, do grocery shopping, prepare meals, wash dishes and make decisions about furniture and decorations – even among younger generations who are reportedly more egalitarian as ever.",gender,center,1,XXX
"The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies, while producing a climate disaster for the world.",white-nationalism,left,1,XXX
"The right-wing media personality, who claimed the 2012 Sandy Hook massacre was a hoax, was sued by the parent of a young boy slain in the attack.",gun control,left,1,XXX
"An investigative journalist whose exposés on the deep-rooted corruption in African soccer led to the downfall of a member of the high-powered FIFA Council was shot dead Wednesday, months after a Ghana politician called for retribution against him.",sport,right,1,XXX
"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",middle-class,center,1,XXX
"That has led to fears that gangs could exploit undocumented migrants already in the country for cheap labor, an established but illegal practice known as “caporalato” that one United Nations expert has called a form of modern slavery.",coronavirus,center,1,XXX
"When far-right white evangelicals, white nationalists and coronavirus truthers rail against social distancing and encourage large gatherings, they are encouraging suicidal behavior. And there have been many examples.",white-nationalism,left,1,XXX
"Extremists on the far right are deeply troubled by the name Black Lives Matter, viewing it as an assertion that white lives don’t matter — which, of course, it isn’t.",blm,left,1,XXX
Trump's latest conspiracy theory seems to echo Facebook 'antifa panic' — and Rudy Giuliani's BLM paranoia,blm,left,1,XXX
The Senate Republican leader said that some Democrats told him in private they were embarrassed by Pelosi and Schumer’s political stunt.,coronavirus,right,1,XXX
"More than half of blacks in the U.S. with disabilities will be arrested by the time they reach their late 20s, a new study finds.",blm,nan,0,XXX
